"CS102001","REFNIS2001","SECTOR","COMMUNE"
"13023A355","13023","MERKSPLAS-DORP OOST","MERKSPLAS"
"13025A00-","13025","MOL-CENTRUM","MOL"
"13025A01-","13025","TURNHOUTSEBAAN","MOL"
"13025A021","13025","HUTTEN","MOL"
"13025A03-","13025","SINT-JAN-BERCHMANS","MOL"
"13025A042","13025","HEIDENHUIZEN","MOL"
"13025A052","13025","WATERMOLEN","MOL"
"13025A081","13025","OUDE NETE-ZUID","MOL"
"13025A0MB","13025","MOL","MOL"
"13025A0PB","13025","MOLSVELD","MOL"
"13025A101","13025","DONK BEWONING","MOL"
"13025A11-","13025","BOERENTANG","MOL"
"13025A122","13025","DONK-INDUSTRIE","MOL"
"13025A20-","13025","POSTEL","MOL"
"13025A29-","13025","POSTELSBOS","MOL"
"13025A30-","13025","GINDERBUITEN","MOL"
"13025A31-","13025","SLUIS","MOL"
"13025A321","13025","GOMPEL HOEVE","MOL"
"13025A332","13025","GOMPEL GLASFABRIEK","MOL"
"13025A39-","13025","SLUISMEER","MOL"
"13025A40-","13025","RAUW","MOL"
"13025A4MA","13025","BERKE-BOSSEN","MOL"
"13025A4PA","13025","ZILVERSTRAND-VERKALLENBOS","MOL"
"13025A50-","13025","WEZEL","MOL"
"13025A512","13025","WEZELHOEVE","MOL"
"13025A523","13025","WEZELSTATIE","MOL"
"13025A591","13025","WEZELHEIDE","MOL"
"13025A60-","13025","EZAART-KERN","MOL"
"13025A61-","13025","HESSIE-HOOGEIND","MOL"
"13025A622","13025","EZAARTVELD","MOL"
"13025A691","13025","HAAG","MOL"
"13025A700","13025","MILLEGEM","MOL"
"13025A71-","13025","STOKT","MOL"
"13025A722","13025","STEDENWIJK","MOL"
"13025A783","13025","KIEVITWIJK","MOL"
"13025A7MC","13025","KERNMETINGEN","MOL"
"13025A7PC","13025","STOKT-EUROPAWIJK","MOL"
"13025A80-","13025","ACHTERBOS","MOL"
"13025A812","13025","VIJFTIEN KAPELLEKENS","MOL"
"13025A89-","13025","OUDE BLEKEN - DONKSBROEK","MOL"
"13025A913","13025","VOLMOLEN","MOL"
"13029A000","13029","OLEN-CENTRUM","OLEN"
"13029A01-","13029","HOOGBUUL","OLEN"
"13029A020","13029","HEZENWIJK","OLEN"
"13029A032","13029","WEEEN","OLEN"
"13029A073","13029","OLEN INDUSTRIEZONE-MILIT. DOM.","OLEN"
"13029A091","13029","OLENSE SLUIS","OLEN"
"13029A10-","13029","O.-L.-V. OLEN","OLEN"
"13029A11-","13029","GERHAGEN - MEREN","OLEN"
"13029A12-","13029","BUUL","OLEN"
"13029A131","13029","GERHEIDEN - GESTELEN","OLEN"
"13029A142","13029","KRENTZEN","OLEN"
"13029A152","13029","DOFFEN","OLEN"
"13029A1MA","13029","HAANHEUVEL","OLEN"
"13029A1PA","13029","GERHEZE","OLEN"
"13029A20-","13029","SINT-JOZEF-OLEN-KERN","OLEN"
"13029A21-","13029","DE CITE","OLEN"
"13029A23-","13029","DE BLEEK - HEIBLOEM","OLEN"
"13029A270","13029","SINT-JOZEF-FABRIEKEN","OLEN"
"13029A282","13029","BANKLOOP","OLEN"
"13029A291","13029","ST.-JOZEF-OLEN-VERSPR.BEWONING","OLEN"
"13031A000","13031","OUD-TURNHOUT-CENTRUM","OUD-TURNHOUT"
"13031A010","13031","EIGEN - MOLENBERGEN - NEERSTR. - STW. SEVENDONK","OUD-TURNHOUT"
"13031A022","13031","MAST","OUD-TURNHOUT"
"13031A033","13031","BROOSEINDE","OUD-TURNHOUT"
"13031A044","13031","BEGIJNENHOEF","OUD-TURNHOUT"
"13031A085","13031","DRAAIBOOM","OUD-TURNHOUT"
"13031A091","13031","LAGE DARISDONK","OUD-TURNHOUT"
"13031A100","13031","ZWANEVEN","OUD-TURNHOUT"
"13031A11-","13031","HOGE DARISDONK","OUD-TURNHOUT"
"13031A122","13031","DREVEN - HOEKVEN","OUD-TURNHOUT"
"13031A1PN","13031","ZWANEVEN-ZUID","OUD-TURNHOUT"
"13031A20-","13031","OOSTHOVEN","OUD-TURNHOUT"
"13031A211","13031","RIST - HERHUISJES","OUD-TURNHOUT"
"13031A22-","13031","SCHUUROVEN - HEIEINDE","OUD-TURNHOUT"
"13031A232","13031","WERKENDAM","OUD-TURNHOUT"
"13031A242","13031","RABAUWAKKERS","OUD-TURNHOUT"
"13031A280","13031","PANNENFABRIEK","OUD-TURNHOUT"
"13031A291","13031","HOGE MIERDSE HEIDE","OUD-TURNHOUT"
"13031A392","13031","ARSELT","OUD-TURNHOUT"
"13035A00-","13035","RAVELS-CENTRUM","RAVELS"
"13035A01-","13035","GILSEINDE","RAVELS"
"13035A020","13035","BOVENHEIDE","RAVELS"
"13035A03-","13035","KLEIN RAVELS","RAVELS"
"13035A042","13035","OUDE MOLEN","RAVELS"
"13035A0MA","13035","KANAALDIJK-INDUSTRIE","RAVELS"
"13035A0PA","13035","RAVELS-ZUID","RAVELS"
"13035A10-","13035","EEL-KERN","RAVELS"
"13035A18-","13035","ACHTER EEL","RAVELS"
"13035A19-","13035","EEL-VERSPREIDE BEWONING","RAVELS"
"13035A292","13035","KIJKVERDRIET","RAVELS"
"13035B00-","13035","WEELDE-CENTRUM","RAVELS"
"13035B031","13035","STRAATAKKERS","RAVELS"
"13035B08-","13035","MEER","RAVELS"
"13035B0MA","13035","WEELDE-WEST","RAVELS"
"13035B0PA","13035","WEELDE-INDUSTRIEZONE","RAVELS"
"13035B10-","13035","SINT-JAN","RAVELS"
"13035B18-","13035","HEGGE","RAVELS"
"13035B19-","13035","WEELDE HEIDE -VERSPR. BEW.","RAVELS"
"13035B20-","13035","WEELDE - STATION","RAVELS"
"13035B212","13035","WEELDE STATION - HEIDE","RAVELS"
"13035B382","13035","SINT-ISIDOOR","RAVELS"
"13035B39-","13035","MOLENEINDE","RAVELS"
"13035C00-","13035","POPPEL-DORP","RAVELS"
"13035C01-","13035","TILBURGSEWEG","RAVELS"
"13035C02-","13035","MAARLE","RAVELS"
"13035C030","13035","VOND","RAVELS"
"13035C042","13035","DE WILDERS","RAVELS"
"13035C091","13035","POPPEL-VERSPR. BEW.","RAVELS"
"13035C0AB","13035","LEIHEIDE","RAVELS"
"13035C0JB","13035","TULDERHEIDE-TULDERBOS","RAVELS"
"13035C0PB","13035","TULDERSE HEIDE - BOERENBOND","RAVELS"
"13035C10-","13035","AARLE-KERN","RAVELS"
"13035C113","13035","AARLEHEIDE","RAVELS"
"13035C1AA","13035","AARLE-ZUID","RAVELS"
"13035C1PA","13035","LANGE BEEMDEN","RAVELS"
"13036A000","13036","RETIE-KERN","RETIE"
"13036A020","13036","GOORSTRAAT","RETIE"
"13036A030","13036","HODONK - BRAND","RETIE"
"13036A04-","13036","WERBEEK","RETIE"
"13036A091","13036","RETIE-VERSPR. BEW.","RETIE"
"13036A112","13036","BERKENSTRAND -POSTEL TER HEIDE","RETIE"
"13036A213","13036","BOSEND - MEIEREND","RETIE"
"13036A22-","13036","PONTFORT","RETIE"
"13036A230","13036","LOOIEND - BERG - HORZELEND","RETIE"
"13036A264","13036","BEVERDONKSE HEIDE","RETIE"
"13036A280","13036","OBROEK","RETIE"
"13036A300","13036","SCHOONBROEK","RETIE"
"13036A382","13036","ARENDONKSE HEIDE","RETIE"
"13036A3PP","13036","KINSCHOT-KORTIJNEN","RETIE"
"13037A001","13037","RIJKEVORSEL-DORP","RIJKEVORSEL"
"13037A012","13037","RIJKEVORSEL-DORP NOORD","RIJKEVORSEL"
"13037A021","13037","DRIEHOEK","RIJKEVORSEL"
"13037A031","13037","SMEEL","RIJKEVORSEL"
"13037A042","13037","MERRET","RIJKEVORSEL"
"13037A053","13037","RIJKEVORSEL-DORP ZUID","RIJKEVORSEL"
"13037A070","13037","VAART","RIJKEVORSEL"
"13037A091","13037","KLEINE GAMMEL - HEES - BOLK - MIDDELSTEDE","RIJKEVORSEL"
"13037A100","13037","SINT-JOZEF","RIJKEVORSEL"
"13037A112","13037","KIEVITHEIDE","RIJKEVORSEL"
"13037A162","13037","BREEBOS","RIJKEVORSEL"
"13037A181","13037","MEERLEHOVEN","RIJKEVORSEL"
"13037A191","13037","BREEBOS","RIJKEVORSEL"
"13037A201","13037","ACHTEL-KERN","RIJKEVORSEL"
"13037A282","13037","ACHTEL-VERSPR.BEW.","RIJKEVORSEL"
"13037A293","13037","GAMMEL","RIJKEVORSEL"
"13037A382","13037","MERKSPLASSESTEENWEG","RIJKEVORSEL"
"13037A3MA","13037","HELHOEKHEIDE","RIJKEVORSEL"
"13037A3PA","13037","HELHOEK-LOOI","RIJKEVORSEL"
"13040A000","13040","TURNHOUT-CENTRUM","TURNHOUT"
"13040A012","13040","LILLOKENS","TURNHOUT"
"13040A021","13040","NIEUWSTAD","TURNHOUT"
"13040A031","13040","KLEIN BEEK","TURNHOUT"
"13040A042","13040","DE SMISKENS","TURNHOUT"
"13040A051","13040","BEGIJNHOF - KASTELEIN","TURNHOUT"
"13040A091","13040","TURNHOUT-VERSPR.BEW.","TURNHOUT"
"13040A100","13040","SCHORVOORT","TURNHOUT"
"13040A112","13040","PAPENBRUGGE","TURNHOUT"
"13040A120","13040","EVERDONGEN","TURNHOUT"
"13040A173","13040","VEEDIJK","TURNHOUT"
"13040A209","13040","ZEVENDONK-KERN","TURNHOUT"
"13040A2MA","13040","SCHIETSTAND","TURNHOUT"
"13040A2PA","13040","ZEVENDONK","TURNHOUT"
"13040A310","13040","KRUISBERG","TURNHOUT"
"13040A322","13040","EYSSELS","TURNHOUT"
"13040A370","13040","INDUSTRIEPARK","TURNHOUT"
"13040A40-","13040","WEELDE - STATION","TURNHOUT"
"13040A412","13040","KAMPHEIDE","TURNHOUT"
"13040A491","13040","BIEHEIDE - HOGE HEIDE","TURNHOUT"
"13040A50-","13040","OOSTHAVEN","TURNHOUT"
"13040A601","13040","LUCHTENBERG","TURNHOUT"
"13040A613","13040","DEN BREMT","TURNHOUT"
"13040A622","13040","DE WARANDE","TURNHOUT"
"13040A700","13040","TUINWIJK","TURNHOUT"
"13040A714","13040","BROEKSTRAAT","TURNHOUT"
"13040A721","13040","STOKT","TURNHOUT"
"13040A732","13040","GILDENSTRAAT","TURNHOUT"
"13040A742","13040","BOUWSE PAD","TURNHOUT"
"13040A753","13040","DE VELDEKENS","TURNHOUT"
"13040A793","13040","LOKEREN - HET LOOI","TURNHOUT"
"13040A810","13040","HEIZEIJDE","TURNHOUT"
"13040A824","13040","WIELTJES","TURNHOUT"
"13044A000","13044","VORSELAAR-CENTRUM","VORSELAAR"
"13044A01-","13044","VISPLUK","VORSELAAR"
"13044A020","13044","NIEUWSTRAAT","VORSELAAR"
"13044A030","13044","MOLENEINDE - KLISSENHOEK","VORSELAAR"
"13044A04-","13044","ZEGBROEK","VORSELAAR"
"13044A052","13044","NIEUWSTRAATVELD","VORSELAAR"
"13044A091","13044","VORSELAAR-VERSPR. BEW.","VORSELAAR"
"13044A10-","13044","SASSENHOUT-KERN","VORSELAAR"
"13044A19-","13044","SASSENHOUT-VERSPR.BEW.","VORSELAAR"
"13046A001","13046","VOSSELAAR-CENTRUM","VOSSELAAR"
"13046A01-","13046","BERKENMEI","VOSSELAAR"
"13046A022","13046","GALGENEINDE","VOSSELAAR"
"13046A033","13046","KETSCHE HOEVE","VOSSELAAR"
"13046A042","13046","BOLK","VOSSELAAR"
"13046A053","13046","KONIJNENBERG","VOSSELAAR"
"13046A081","13046","HET LOOY","VOSSELAAR"
"13046A091","13046","DE BREEM","VOSSELAAR"
"13046A10-","13046","HEIEINDE","VOSSELAAR"
"13046A11-","13046","NIEUWE WIJK","VOSSELAAR"
"13046A122","13046","ZWARTE GOOR","VOSSELAAR"
"13046A183","13046","BOSKANT","VOSSELAAR"
"13046A191","13046","DEKKERSVEN","VOSSELAAR"
"13046A212","13046","STOKTSE BAAN","VOSSELAAR"
"13049A00-","13049","WESTERLO-CENTRUM","WESTERLO"
"13049A011","13049","BOERENKRIJGLAAN","WESTERLO"
"13049A022","13049","MAST","WESTERLO"
"13049A032","13049","WESTERLO-CENTRUM WEST","WESTERLO"
"13049A081","13049","GOORKEN-BREDERIJT-SMALLERIJT","WESTERLO"
"13049A090","13049","GOOREINDE-ZOERLEBERG-OVERWIJS","WESTERLO"
"13049A10-","13049","HEULTJE","WESTERLO"
"13049A11-","13049","HOOG HEULTJE","WESTERLO"
"13049A19-","13049","STIPPELBERG - GOORHEIDE - KEMPISCHE ARDENNEN","WESTERLO"
"13049A200","13049","VOORTKAPEL","WESTERLO"
"13049A210","13049","GELENDEL-MEYERIJ","WESTERLO"
"13049A29-","13049","BALENBOSSEN","WESTERLO"
"13049B00-","13049","TONGERLO-CENTRUM","WESTERLO"
"13049B011","13049","DE WIMP","WESTERLO"
"13049B022","13049","LEYSEHOEVE","WESTERLO"
"13049B033","13049","MOLENWIJK - MEULEVELD","WESTERLO"
"13049B042","13049","STENENHOEVE","WESTERLO"
"13049B091","13049","BEISSTRAATLOOP-OOST-VERSP.BEW.","WESTERLO"
"13049B100","13049","OLENSEWEG","WESTERLO"
"13049B110","13049","OOSTERWIJK-WEST","WESTERLO"
"13049B124","13049","TRIENENKANT","WESTERLO"
